chemin,class,methode,methode_LOC,methode_CLOC,methode_DC,CC,methode_BC,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,hashCode,6,,,1,,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,toJSONString,8,,,1,,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,toString,8,,,1,,,
javaProjects\data\KeyedValuesItemKey.java,KeyedValuesItemKey<K,KeyedValuesItemKey_K,4,,,1,,,
javaProjects\data\KeyedValuesItemKey.java,KeyedValuesItemKey<K,getKey,3,,,1,,,
javaProjects\data\KeyedValuesItemKey.java,KeyedValuesItemKey<K,equals_Object,13,,,4,,,
javaProjects\data\KeyedValuesItemKey.java,KeyedValuesItemKey<K,hashCode,5,,,1,,,
javaProjects\data\KeyedValuesItemKey.java,KeyedValuesItemKey<K,toJSONString,5,,,1,,,
javaProjects\data\KeyedValuesItemKey.java,KeyedValuesItemKey<K,toString,7,,,1,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,KeyToGroupMap,4,1,0.25,1,0.25,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,KeyToGroupMap_G,6,,,2,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,getGroupCount,3,,,1,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,getGroups,1,,,2,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,getGroupIndex_G,12,,,4,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,getGroup_K,9,,,2,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,mapKeyToGroup_K_G,23,,,8,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,getKeyCount_G,1,,,2,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,equals_Object,16,,,5,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,hashCode,6,,,1,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,clone,8,,,1,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,clone_Object,22,,,3,,,
javaProjects\data\KeyToGroupMap.java,KeyToGroupMap<K,clone_Collection,1,,,1,,,
javaProjects\data\Range.java,Range,Range_double_double,9,,,2,,,
javaProjects\data\Range.java,Range,getLowerBound,3,,,1,,,
javaProjects\data\Range.java,Range,getUpperBound,3,,,1,,,
javaProjects\data\Range.java,Range,getLength,3,,,1,,,
javaProjects\data\Range.java,Range,getCentralValue,3,,,1,,,
javaProjects\data\Range.java,Range,contains_double,3,,,1,,,
javaProjects\data\Range.java,Range,intersects_double_double,8,,,3,,,
javaProjects\data\Range.java,Range,intersects_Range,3,,,1,,,
javaProjects\data\Range.java,Range,constrain_double,12,,,4,,,
javaProjects\data\Range.java,Range,combine_Range_Range,11,,,3,,,
javaProjects\data\Range.java,Range,combineIgnoringNaN_Range_Range,2,,,6,,,
javaProjects\data\Range.java,Range,min_double_double,9,,,3,,,
javaProjects\data\Range.java,Range,max_double_double,9,,,3,,,
javaProjects\data\Range.java,Range,expandToInclude_Range_double,14,,,5,,,
javaProjects\data\Range.java,Range,expand_Range_double_double,,,NaN,,,,
javaProjects\data\Range.java,Range,shift_Range_double,3,,,1,,,
javaProjects\data\Range.java,Range,shift_Range_double_boolean,,,NaN,,,,
javaProjects\data\Range.java,Range,shiftWithNoZeroCrossing_double_double,11,,,4,,,
javaProjects\data\Range.java,Range,scale_Range_double,8,,,2,,,
javaProjects\data\Range.java,Range,equals_Object,13,,,4,,,
javaProjects\data\Range.java,Range,isNaNRange,3,,,1,,,
javaProjects\data\Range.java,Range,hashCode,9,,,1,,,
javaProjects\data\Range.java,Range,toString,3,,,1,,,
javaProjects\data\RangeInfo.java,RangeInfo,getRangeLowerBound_boolean,1,,,1,,,
javaProjects\data\RangeInfo.java,RangeInfo,getRangeUpperBound_boolean,1,,,1,,,
javaProjects\data\RangeInfo.java,RangeInfo,getRangeBounds_boolean,1,,,1,,,
javaProjects\data\resources\DataPackageResources.java,DataPackageResources,getContents,3,,,1,,,
javaProjects\data\resources\DataPackageResources_de.java,DataPackageResources_de,getContents,3,,,1,,,
javaProjects\data\resources\DataPackageResources_es.java,DataPackageResources_es,getContents,3,,,1,,,
javaProjects\data\resources\DataPackageResources_fr.java,DataPackageResources_fr,getContents,3,,,1,,,
javaProjects\data\resources\DataPackageResources_pl.java,DataPackageResources_pl,getContents,3,,,1,,,
javaProjects\data\resources\DataPackageResources_ru.java,DataPackageResources_ru,getContents,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCalculator.java,BoxAndWhiskerCalculator,calculateBoxAndWhiskerStatistics__extends_values,,,NaN,,,,
javaProjects\data\statistics\BoxAndWhiskerCalculator.java,BoxAndWhiskerCalculator,calculateBoxAndWhiskerStatistics__extends_values,_stripNullAndNaNItems,,,NaN,,,
javaProjects\data\statistics\BoxAndWhiskerCalculator.java,BoxAndWhiskerCalculator,calculateQ1_List,19,,,6,,,
javaProjects\data\statistics\BoxAndWhiskerCalculator.java,BoxAndWhiskerCalculator,calculateQ3_List,21,,,6,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMeanValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMeanValue_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMedianValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMedianValue_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getQ1Value_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getQ1Value_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getQ3Value_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getQ3Value_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMinRegularValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMinRegularValue_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMaxRegularValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMaxRegularValue_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMinOutlier_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMinOutlier_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMaxOutlier_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getMaxOutlier_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getOutliers_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerCategoryDataset.java,BoxAndWhiskerCategoryDataset<R,getOutliers_R_C,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,BoxAndWhiskerItem_Number_Number_Number_Number_Number_Number_Number_maxOutlier,_extends_outliers,,,NaN,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,BoxAndWhiskerItem_double_double_double_double_double_double_double_maxOutlier,_extends_outliers,,,NaN,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getMean,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getMedian,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getQ1,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getQ3,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getMinRegularValue,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getMaxRegularValue,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getMinOutlier,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getMaxOutlier,3,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,getOutliers,6,,,2,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,toString,4,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,equals_Object,37,,,12,,,
javaProjects\data\statistics\BoxAndWhiskerItem.java,BoxAndWhiskerItem,hashCode,13,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getMeanValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getMedianValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getQ1Value_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getQ3Value_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getMinRegularValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getMaxRegularValue_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getMinOutlier_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getMaxOutlier_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getOutliers_int_int,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getOutlierCoefficient,1,,,1,,,
javaProjects\data\statistics\BoxAndWhiskerXYDataset.java,BoxAndWhiskerXYDataset<S,getFaroutCoefficient,1,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,DefaultBoxAndWhiskerCategoryDataset,9,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,add_List<?_Number>_R_C,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,add_BoxAndWhiskerItem_R_C,43,1,0.23255814,9,0.25839794,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,remove_R_C,17,3,0.176476,3,0.5882353,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,removeRow_int,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,removeRow_R,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,removeColumn_int,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,removeColumn_C,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,clear,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getItem_int_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getValue_int_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getValue_R_C,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMeanValue_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMeanValue_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMedianValue_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMedianValue_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getQ1Value_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getQ1Value_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getQ3Value_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getQ3Value_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getColumnIndex_C,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getColumnKey_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getColumnKeys,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRowIndex_R,5,1,0.2,1,0.2,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRowKey_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRowKeys,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRowCount,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getColumnCount,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRangeLowerBound_boolean,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRangeUpperBound_boolean,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getRangeBounds_boolean,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMinRegularValue_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMinRegularValue_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMaxRegularValue_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMaxRegularValue_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMinOutlier_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMinOutlier_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMaxOutlier_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getMaxOutlier_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getOutliers_int_int,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,getOutliers_R_C,9,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,updateBounds,41,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,equals_Object,11,,,3,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,hashCode,5,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,DefaultBoxAndWhiskerCategoryDataset<R,clone,6,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,DefaultBoxAndWhiskerXYDataset_S,8,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getOutlierCoefficient,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,setOutlierCoefficient_double,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getFaroutCoefficient,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,setFaroutCoefficient_double,1,,,3,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getSeriesCount,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getItemCount_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,add_Date_BoxAndWhiskerItem,25,,,7,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getSeriesKey_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getItem_int_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getX_int_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getXDate_int_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getY_int_int,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getMeanValue_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getMedianValue_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getQ1Value_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getQ3Value_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getMinRegularValue_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getMaxRegularValue_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getMinOutlier_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getMaxOutlier_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getOutliers_int_int,8,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getRangeLowerBound_boolean,7,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getRangeUpperBound_boolean,7,,,2,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,getRangeBounds_boolean,3,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,equals_Object,2,,,6,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,hashCode,7,,,1,,,
javaProjects\data\statistics\DefaultBoxAndWhiskerXYDataset.java,DefaultBoxAndWhiskerXYDataset<S,clone,7,,,1,,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,DefaultMultiValueCategoryDataset,6,,,1,,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,add_List<?_Number>_R_C,4,1,0.25,7,0.35714286,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,getValues_int_int,9,,,3,,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,getValues_Comparable_Comparable,4,,,1,,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,getValue_Comparable_Comparable,19,,,4,,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,getValue_int_int,19,,,4,,,
javaProjects\data\statistics\DefaultMultiValueCategoryDataset.java,DefaultMultiValueCategoryDataset<R,getColumnIndex_Comparable,3,,,1,,,
